"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"54","DR","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 21 Oct. 02.","R","Dominican Republic","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","5,461","0","-1.00","N/A","","","-1"
"47","DR","National","1989","Cumulative AIDS cases","O","B","ALL","W0042","Reported as of 31 Dec. 89.","R","Dominican Republic","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 6, pp. 605-606.","AIDS","1,200","0","-1.00","N/A","","","-1"
"31","DR","National","1997","Cumulative AIDS cases","O","B","ALL","W0137","Reported as of 30 June 97.","R","Dominican Republic","World Health Organization",1998,"UNAIDS/WHO Global AIDS Statistics","AIDS CARE, vol. 10, no. 2, pp. 249-256.","AIDS","3,940","0","-1.00","N/A","","","-1"
"39","DR","National","1996","Cumulative AIDS cases","O","B","ALL","W0114","Reported as of 31 Mar. 96.","R","Dominican Republic","World Health Organization",1996,"World Health Organization Global AIDS Statistics","AIDS, vol. 8, no. 5, pp. 619-623.","AIDS","3,172","0","-1.00","N/A","","","-1"
"66","DR","National","1986","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Dominican Republic","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","57","0","-1.00","N/A","","","-1"
"67","DR","National","1985","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Dominican Republic","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","31","0","-1.00","N/A","","","-1"
"70","DR","National","1982","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Dominican Republic","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","1","0","-1.00","N/A","","","-1"
"32","DR","National","1990","Cumulative AIDS cases","O","B","ALL","W0046","Reported as of 30 Sept. 90.","R","Dominican Republic","World Health Organization",1991,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 5, no. 3, pp. 349-350.","AIDS","1,423","0","-1.00","N/A","","","-1"
"63","DR","National","1995","Cumulative AIDS cases","O","B","ALL","W0104","Reported as of 30 Sept. 95.","R","Dominican Republic","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, December 15, document.","AIDS","2,948","0","-1.00","N/A","","","-1"
"40","DR","National","1990","Cumulative AIDS cases","O","B","ALL","W0040","Reported as of 31 Mar. 90.","R","Dominican Republic","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 9, pp. 937-941.","AIDS","1,262","0","-1.00","N/A","","","-1"
"15","DR","National","1999","Cumulative AIDS cases","O","B","ALL","R0189","Report as of 16 July 99.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","4,731","0","-1.00","N/A","","","-1"
"11","DR","National","1996","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","427","0","-1.00","N/A","","","-1"
"7","DR","National","1992","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","387","0","-1.00","N/A","","","-1"
"3","DR","National","1988","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","366","0","-1.00","N/A","","","-1"
"8","DR","National","1989","Cumulative AIDS cases","O","B","ALL","H0057","Reported as of 31 Dec. 89.","R","Dominican Republic","Hospedales, C. J.",1990,"An Update on AIDS in the Caribbean (1982-1989)","West Indian Medical Journal, vol. 39, pp. 128-129.","AIDS","1,200","0","-1.00","N/A","","","-1"
"6","DR","National","1988","AIDS cases","O","M","ALL","G0088","Calendar year data.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","236","0","-1.00","N/A","","","-1"
"1","DR","National","1989","AIDS cases","O","B","ALL","G0088","Calendar year data.  Distribution by sex is provided.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","514","0","-1.00","N/A","","","-1"
"3","DR","National","1989","AIDS cases","O","F","ALL","G0088","Calendar year data.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","179","0","-1.00","N/A","","","-1"
"4","DR","National","1988","AIDS cases","O","F","ALL","G0088","Calendar year data.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","89","0","-1.00","N/A","","","-1"
"8","DR","National","1983-1989","Cumulative AIDS cases","O","F","ALL","G0088","Reported between 1 Jan. 83 - 31 Dec. 89.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","372","0","-1.00","N/A","","","-1"
"1","DR","National","1986","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","74","0","-1.00","N/A","","","-1"
"2","DR","National","1987","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","234","0","-1.00","N/A","","","-1"
"4","DR","National","1989","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","482","0","-1.00","N/A","","","-1"
"5","DR","National","1990","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","268","0","-1.00","N/A","","","-1"
"6","DR","National","1991","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","315","0","-1.00","N/A","","","-1"
"8","DR","National","1993","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","403","0","-1.00","N/A","","","-1"
"9","DR","National","1994","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","423","0","-1.00","N/A","","","-1"
"10","DR","National","1995","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","492","0","-1.00","N/A","","","-1"
"12","DR","National","1997","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","392","0","-1.00","N/A","","","-1"
"13","DR","National","1998","AIDS cases","O","B","ALL","R0189","Calendar year data.  Distribution by quarters & some quarters by age or group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","320","0","-1.00","N/A","","","-1"
"14","DR","National","1999","AIDS cases","O","B","ALL","R0189","Jan. - Mar. 99.  Distribution by quarters & some quarters by age & group is given in text.","R","Dominican Republic","Ramirez, A.",1999,"Vigilancia del SIDA","Organizacion Panamericana de la Salud, Programa Regional de SIDA/ETS, Dominican Republic, 16 July, report.","AIDS","47","0","-1.00","N/A","","","-1"
"5","DR","National","1989","AIDS cases","O","M","ALL","G0088","Calendar year data.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","335","0","-1.00","N/A","","","-1"
"9","DR","National","1983-1989","Cumulative AIDS cases","O","M","ALL","G0088","Reported between 1 Jan. 83 - 31 Dec. 89.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","820","0","-1.00","N/A","","","-1"
"7","DR","National","1986","Cumulative AIDS cases & deaths","O","B","ALL","P0004","Reported as of 31 Dec. 86.","R","Dominican Republic","Pan American Health Organization",1987,"AIDS Cases in the Americas Notified by 18 June 1987","Report.","AIDS","200","35","-1.00","N/A","","","-1"
"7","DR","National","1983-1989","Cumulative AIDS cases","O","B","ALL","G0088","Reported between 1 Jan. 83 - 31 Dec. 89.  Distribution by sex is provided.  However, 10 are of unknown gender.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","1,202","0","-1.00","N/A","","","-1"
"2","DR","National","1988","AIDS cases","O","B","ALL","G0088","Calendar year data.  Distribution by sex is provided.","R","Dominican Republic","Garris, I., E. M. Rodriguez, E. A. De Moya, et al.",1991,"AIDS Heterosexual Predominance in the Dominican Republic","Journal of Acquired Immune Deficiency Syndromes, vol. 4, no. 12, pp. 1173-1178.","AIDS","325","0","-1.00","N/A","","","-1"
"20","DR","National","2000","Cumulative AIDS cases & deaths","O","B","ALL","P0232","Reported as of Feb. 00.","R","Dominican Republic","Pan American Health Organization",2000,"Update on HIV/AIDS Surveillance in the Americas","Epidemiological Bulletin/PAHO, vol. 21, no. 3, pp. 10-11.","AIDS","4,965","989","-1.00","N/A","","","-1"
"5","DR","National","1986","AIDS cases","O","F","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","14","0","-1.00","N/A","","","-1"
"3","DR","National","1985","AIDS cases","O","B","ALL","G0022","Calendar year data.  Distribution by sex is provided.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","40","0","-1.00","N/A","","","-1"
"2","DR","National","1986","AIDS cases","O","B","ALL","G0022","Calendar year data.  Distribution by sex is provided.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","66","0","-1.00","N/A","","","-1"
"1","DR","National","1987","AIDS cases","O","B","ALL","G0022","Calendar year data.  Distribution by sex is provided.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","294","0","-1.00","N/A","","","-1"
"6","DR","National","1985","AIDS cases","O","F","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","10","0","-1.00","N/A","","","-1"
"8","DR","National","1987","AIDS cases","O","M","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","191","0","-1.00","N/A","","","-1"
"10","DR","National","1985","AIDS cases","O","M","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","30","0","-1.00","N/A","","","-1"
"13","DR","National","1983-1984","Cumulative AIDS cases","O","M","ALL","G0022","Reported between 1983-84.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","9","0","-1.00","N/A","","","-1"
"18","DR","National","1995","Cumulative AIDS cases & deaths","O","B","ALL","P0163","Reported as of 10 Mar. 96.","R","Dominican Republic","Pan American Health Organization",1996,"Number of Reported Cases of AIDS by Year, and Cumulative Cases and Deaths, by Country and Subregion, As of 10 March, 1996","Pan American Health Organization, pp. 1-3.","AIDS","3,090","617","-1.00","N/A","","","-1"
"7","DR","National","1988","Cumulative AIDS cases & deaths","O","B","ALL","P0029","Reported as of 31 Dec. 88.","R","Dominican Republic","Pan American Health Organization",1989,"AIDS Survellance in the Americans","PAHO, Pan American Sanitary Burears, Regional Office of the WHO.","AIDS","701","65","-1.00","N/A","","","-1"
"7","DR","National","1987","Cumulative AIDS cases & deaths","O","B","ALL","P0028","Reported as of 31 Mar. 87.","R","Dominican Republic","Pan American Health Organization",1987,"Acquired Immunodeficiency Syndromes (AIDS) in the Americas","Bulletin of the Pan American Health Organization, vol. 21, no. 4, pp. 422-429.","AIDS","200","35","-1.00","N/A","","","-1"
"11","DR","National","1983-1984","Cumulative AIDS cases","O","B","ALL","G0022","Reported between 1983-84.  Distribution by sex is provided.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","9","0","-1.00","N/A","","","-1"
"4","DR","National","1987","AIDS cases","O","F","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","103","0","-1.00","N/A","","","-1"
"7","DR","National","1988","AIDS cases","O","M","ALL","G0022","Jan. thru Mar. 88.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","69","0","-1.00","N/A","","","-1"
"9","DR","National","1986","AIDS cases","O","M","ALL","G0022","Calendar year data.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","52","0","-1.00","N/A","","","-1"
"12","DR","National","1983-1984","Cumulative AIDS cases","O","F","ALL","G0022","Reported between 1983-84.","R","Dominican Republic","Guerrero, E., E. A. De Moya, I. Garris, et al.",1988,"Predominance of Heterosexual Transmission of HIV Infection in the Dominican Republic","IV International Conference on AIDS, Stockholm, 6/15-16, Poster 5502.","AIDS","0","0","-1.00","N/A","","","-1"
"55","EC","National","1984-2007","Cumulative AIDS cases","O","B","ALL","C0905","1984 - Dec. 07.","R","Ecuador","Chang, C., E. Torres, C. Velasco, et al.",2007,"Declaracion de Compromiso  Sobre VIH-SIDA: AL PERIODO 2006-2007","Informe del Gobierno del Ecuador Relativo, UNGASS.","AIDS","4,640","1,947","-1.00","N/A","","","-1"
"3","EC","National","1997","Cumulative AIDS cases & deaths","O","B","ALL","P0232","Reported as of Jan. 97.","R","Ecuador","Pan American Health Organization",2000,"Update on HIV/AIDS Surveillance in the Americas","Epidemiological Bulletin/PAHO, vol. 21, no. 3, pp. 10-11.","AIDS","553","430","-1.00","N/A","","","-1"
"56","EC","National","2007","AIDS cases","O","B","ALL","C0905","","R","Ecuador","Chang, C., E. Torres, C. Velasco, et al.",2007,"Declaracion de Compromiso  Sobre VIH-SIDA: AL PERIODO 2006-2007","Informe del Gobierno del Ecuador Relativo, UNGASS.","AIDS","555","0","-1.00","N/A","","","-1"
"1","EC","National","1989","Cumulative AIDS cases","O","B","ALL","R0026","Reported as of 30 Jan. 89.","R","Ecuador","Ringenberg, R., R. Sempertegui, J. Moreno",1989,"Clinical Manifestations of AIDS in Quito, Ecuador","V International Conference on AIDS, Montreal, 6/4-9, Abstract W.G.P. 12.","AIDS","61","0","-1.00","N/A","","","-1"
"30","EC","National","1987","Cumulative AIDS cases & deaths","O","B","ALL","P0004","Reported as of 31 Mar. 87.","R","Ecuador","Pan American Health Organization",1987,"AIDS Cases in the Americas Notified by 18 June 1987","Report.","AIDS","18","6","-1.00","N/A","","","-1"
"3","EC","National","1995","Cumulative AIDS cases & deaths","O","B","ALL","P0163","Reported as of 10 Mar. 96.","R","Ecuador","Pan American Health Organization",1996,"Number of Reported Cases of AIDS by Year, and Cumulative Cases and Deaths, by Country and Subregion, As of 10 March, 1996","Pan American Health Organization, pp. 1-3.","AIDS","543","393","-1.00","N/A","","","-1"
"35","EC","National","1988","Cumulative AIDS cases & deaths","O","B","ALL","P0029","Reported as of 30 June 88.","R","Ecuador","Pan American Health Organization",1989,"AIDS Survellance in the Americans","PAHO, Pan American Sanitary Burears, Regional Office of the WHO.","AIDS","45","26","-1.00","N/A","","","-1"
"34","EC","National","1987","Cumulative AIDS cases & deaths","O","B","ALL","P0028","Reported as of 15 Sept. 87.","R","Ecuador","Pan American Health Organization",1987,"Acquired Immunodeficiency Syndromes (AIDS) in the Americas","Bulletin of the Pan American Health Organization, vol. 21, no. 4, pp. 422-429.","AIDS","52","6","-1.00","N/A","","","-1"
"98","EC","National","1993","Cumulative AIDS cases","O","B","ALL","W0079","Reported as of 31 Mar. 93.","R","Ecuador","World Health Organization",1993,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 7, no. 9, pp. 1287-1291.","AIDS","253","0","-1.00","N/A","","","-1"
"39","EC","National","1994","Cumulative AIDS cases","O","B","ALL","W0088","Reported as of 31 Mar. 94.","R","Ecuador","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 6, no. 4, pp. 491-494.","AIDS","381","0","-1.00","N/A","","","-1"
"48","EC","National","1990","Cumulative AIDS cases","O","B","ALL","W0046","Reported as of 30 Sept. 90.","R","Ecuador","World Health Organization",1991,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 5, no. 3, pp. 349-350.","AIDS","100","0","-1.00","N/A","","","-1"
"29","EC","National","1996","Cumulative AIDS cases","O","B","ALL","W0133","Reported as of 31 Dec. 96.","R","Ecuador","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 5, pp. 625-632.","AIDS","610","0","-1.00","N/A","","","-1"
"52","EC","National","1991","Cumulative AIDS cases","O","B","ALL","W0057","Reported as of 30 June 91.","R","Ecuador","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 1, pp. 125-128.","AIDS","134","0","-1.00","N/A","","","-1"
"40","EC","National","1995","Cumulative AIDS cases","O","B","ALL","W0101","Reported as of 31 Mar. 95.","R","Ecuador","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, July 3, document.","AIDS","491","0","-1.00","N/A","","","-1"
"60","EC","National","1991","Cumulative AIDS cases","O","B","ALL","W0058","Reported as of 30 Sept. 91.","R","Ecuador","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 2, pp. 231-234.","AIDS","155","0","-1.00","N/A","","","-1"
"58","EC","National","1990","Cumulative AIDS cases","O","B","ALL","W0047","Reported as of 31 Dec. 90.","R","Ecuador","World Health Organization",1991,"Statistics from the who and the Centers for Disease Control","AIDS, 5(6):785-790.","AIDS","127","0","-1.00","N/A","","","-1"
"49","EC","National","1991","Cumulative AIDS cases","O","B","ALL","W0067","Reported as of 31 Dec. 91.","R","Ecuador","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 3, pp. 365-368.","AIDS","179","0","-1.00","N/A","","","-1"
"37","EC","National","2001","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 11 Nov. 01.","R","Ecuador","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","1,559","0","-1.00","N/A","","","-1"
"82","EC","National","1992","Cumulative AIDS cases","O","B","ALL","W0072","Reported as of 10 Dec. 92.","R","Ecuador","World Health Organization",1993,"World Health Organization Global AIDS Statistics","AIDS, vol. 5, no. 1, pp. 125-128.","AIDS","224","0","-1.00","N/A","","","-1"
"38","EC","National","1993","Cumulative AIDS cases","O","B","ALL","W0087","Reported as of 30 June 93.","R","Ecuador","World Health Organization",1994,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, January 4, document.","AIDS","265","0","-1.00","N/A","","","-1"
"32","EC","National","1997","Cumulative AIDS cases","O","B","ALL","W0137","Reported as of 31 Mar. 97.","R","Ecuador","World Health Organization",1998,"UNAIDS/WHO Global AIDS Statistics","AIDS CARE, vol. 10, no. 2, pp. 249-256.","AIDS","625","0","-1.00","N/A","","","-1"
"114","EC","National","1984","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Ecuador","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","3","0","-1.00","N/A","","","-1"
"67","EC","National","1989","Cumulative AIDS cases","O","B","ALL","W0042","Reported as of 30 Sept. 89.","R","Ecuador","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 6, pp. 605-606.","AIDS","72","0","-1.00","N/A","","","-1"
"113","EC","National","1985","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Ecuador","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","4","0","-1.00","N/A","","","-1"
"40","EC","National","1990","Cumulative AIDS cases","O","B","ALL","W0045","Reported as of 31 Mar. 90.","R","Ecuador","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 12, pp. 1305-1306.","AIDS","81","0","-1.00","N/A","","","-1"
"40","EC","National","1996","Cumulative AIDS cases","O","B","ALL","W0114","Reported as of 31 Mar. 96.","R","Ecuador","World Health Organization",1996,"World Health Organization Global AIDS Statistics","AIDS, vol. 8, no. 5, pp. 619-623.","AIDS","547","0","-1.00","N/A","","","-1"
"55","EC","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 21 Oct. 02.","R","Ecuador","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","1,559","0","-1.00","N/A","","","-1"
"100","EC","National","1988","Cumulative AIDS cases","O","B","ALL","W0013","Reported as of 13 Sept. 88.","R","Ecuador","World Health Organization",1988,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 2, no. 6, pp. 487-490.","AIDS","45","0","-1.00","N/A","","","-1"
"112","EC","National","1986","AIDS cases","O","B","ALL","W0001","Jan. - June data.","R","Ecuador","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","3","0","-1.00","N/A","","","-1"
"45","EC","National","1998","Cumulative AIDS cases","O","B","ALL","W0155","Reported as of 28 Feb. 98.","R","Ecuador","World Health Organization",2000,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 12, no. 2, pp. 239-248.","AIDS","872","0","-1.00","N/A","","","-1"
"56","EC","National","1990","Cumulative AIDS cases","O","B","ALL","W0040","Reported as of 31 Mar. 90.","R","Ecuador","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 9, pp. 937-941.","AIDS","79","0","-1.00","N/A","","","-1"
"33","EC","National","1994","Cumulative AIDS cases","O","B","ALL","W0100","Reported as of 30 June 94.","R","Ecuador","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 7, no. 2, pp. 245-248.","AIDS","385","0","-1.00","N/A","","","-1"
"61","EG","National","1993","Cumulative AIDS cases","O","B","ALL","W0087","Reported as of 14 Nov. 93.","R","Egypt","World Health Organization",1994,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, January 4, document.","AIDS","88","0","-1.00","N/A","","","-1"
"23","EG","National","1993","Cumulative AIDS cases","O","B","ALL","W0079","Reported as of 9 June 93.","R","Egypt","World Health Organization",1993,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 7, no. 9, pp. 1287-1291.","AIDS","64","0","-1.00","N/A","","","-1"
"1","EG","National","1988","Cumulative AIDS cases","O","B","ALL","W0019","Reported as of 1988.  20 foreigners & 16 Egyptians.","R","Egypt","Wassif, S. M., A. B. Mobarak, A. S. Rashed, et al.",1989,"AIDS in Egypt: A Epidemiological Study","V International Conference on AIDS, Montreal, 6/4-9, Abstract Th.H.P. 28.","AIDS","36","0","-1.00","N/A","","","-1"
